CustomerID,City,Zip Code,Tenure Months,Contract,Internet Service,Payment Method,Monthly Charges,Total Charges,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,prob_stay,prob_churn,churn_risk_pct,risk_band
4282-MSACW,Tahoe City,96145,68,One year,Fiber optic,Credit card (automatic),117.2,8035.95,Yes,Yes,Yes,Yes,Yes,Yes,0.9203806351629082,0.07961936483709174,8.0,Very low
4283-IVYCI,Sacramento,95832,9,Month-to-month,DSL,Mailed check,64.95,547.8,Yes,No,No,Yes,No,Yes,0.7860653656650869,0.21393463433491317,21.4,Low
4291-HPAXL,Galt,95632,1,Month-to-month,No,Mailed check,19.85,19.85,No,No,No,No,No,No,0.9512760504361688,0.04872394956383118,4.9,Very low
4291-HYEBC,Weldon,93283,28,One year,DSL,Electronic check,39.1,1096.6,No,Yes,No,No,No,Yes,0.9082325546248183,0.09176744537518167,9.2,Very low
4291-SHSBH,Modesto,95354,7,Month-to-month,Fiber optic,Electronic check,69.55,521.35,No,No,No,No,No,No,0.3328152388086013,0.6671847611913987,66.7,Very high
4291-TPNFG,Raisin City,93652,72,Two year,DSL,Bank transfer (automatic),82.3,5980.55,Yes,Yes,Yes,Yes,No,Yes,0.9814122871068756,0.018587712893124476,1.9,Very low
4291-YZODP,San Carlos,94070,7,One year,No,Mailed check,20.05,96.8,No,No,No,No,No,No,0.9805848531209217,0.019415146879078297,1.9,Very low
4293-ETKAP,Litchfield,96117,65,Two year,DSL,Bank transfer (automatic),79.4,5071.9,No,Yes,No,Yes,Yes,Yes,0.9908658349658319,0.009134165034168067,0.9,Very low
4295-YURET,San Quentin,94964,56,Two year,DSL,Credit card (automatic),72.6,4084.35,Yes,No,No,Yes,Yes,Yes,0.9934289472771443,0.006571052722855744,0.7,Very low
4298-OYIFC,Loyalton,96118,15,Month-to-month,Fiber optic,Electronic check,103.45,1539.8,No,No,Yes,Yes,Yes,Yes,0.22217628432166203,0.777823715678338,77.8,Very high
4299-OPXEJ,Inglewood,90301,56,Two year,No,Bank transfer (automatic),19.55,1080.55,No,No,No,No,No,No,0.9860879031327109,0.013912096867289146,1.4,Very low
4299-SIMNS,Temple City,91780,9,Month-to-month,Fiber optic,Electronic check,81.15,784.45,Yes,No,No,No,No,No,0.35401022056580655,0.6459897794341934,64.6,High
4301-VVZKA,San Francisco,94123,16,Month-to-month,Fiber optic,Electronic check,75.4,1189.4,No,No,No,No,No,No,0.26548590669846484,0.7345140933015352,73.5,Very high
4302-ZYFEL,Belvedere Tiburon,94920,69,One year,No,Credit card (automatic),20.55,1403.1,No,No,No,No,No,No,0.9959577680572644,0.0040422319427355245,0.4,Very low
4304-TSPVK,Tupman,93276,68,Two year,Fiber optic,Bank transfer (automatic),114.9,7843.55,Yes,Yes,Yes,Yes,Yes,Yes,0.9546823114737956,0.04531768852620444,4.5,Very low
4304-XUMGI,Moreno Valley,92557,50,Two year,DSL,Bank transfer (automatic),75.15,3822.45,Yes,Yes,Yes,No,No,Yes,0.9888865448222154,0.011113455177784599,1.1,Very low
4307-KWMXE,Llano,93544,10,Month-to-month,DSL,Electronic check,35.75,389.8,No,Yes,No,Yes,No,No,0.6412215218070729,0.35877847819292713,35.9,Medium
4310-KEDTB,Yuba City,95993,26,Month-to-month,DSL,Mailed check,29.8,786.5,No,No,Yes,No,No,No,0.904347570267317,0.09565242973268293,9.6,Very low
4311-QTTAI,Van Nuys,91411,16,One year,No,Credit card (automatic),19.35,295.55,No,No,No,No,No,No,0.9403295926447296,0.059670407355270384,6.0,Very low
4312-GVYNH,Westminster,92683,70,Two year,DSL,Bank transfer (automatic),49.85,3370.2,Yes,No,Yes,Yes,No,Yes,0.9749558363190948,0.02504416368090526,2.5,Very low
4312-KFRXN,Bradley,93426,72,Two year,No,Mailed check,25.4,1710.9,No,No,No,No,No,No,0.9880699894203466,0.011930010579653347,1.2,Very low
4316-XCSLJ,Palo Alto,94301,17,Month-to-month,DSL,Mailed check,50.3,846.8,Yes,No,No,No,No,No,0.9407647819038991,0.059235218096100925,5.9,Very low
4318-RAJVY,Encino,91436,10,One year,No,Mailed check,19.8,198.25,No,No,No,No,No,No,0.8857608124613825,0.11423918753861746,11.4,Low
4320-QMLLA,Avery,95224,7,Month-to-month,DSL,Mailed check,54.85,370.4,No,No,No,No,Yes,No,0.6237990176280345,0.37620098237196553,37.6,Medium
4323-ELYYB,Likely,96116,13,One year,No,Mailed check,20.0,218.55,No,No,No,No,No,No,0.9786785521825896,0.02132144781741046,2.1,Very low
4323-OHFOW,Newhall,91321,70,One year,Fiber optic,Bank transfer (automatic),105.55,7195.35,No,Yes,No,Yes,Yes,Yes,0.8560509621774056,0.14394903782259438,14.4,Low
4324-AHJKS,Buttonwillow,93206,5,Month-to-month,DSL,Credit card (automatic),55.8,300.4,Yes,No,Yes,No,No,No,0.7829819667957147,0.21701803320428528,21.7,Low
4324-BZCKL,Paynes Creek,96075,10,Month-to-month,DSL,Mailed check,55.55,551.3,No,Yes,Yes,No,No,No,0.8827705502772265,0.1172294497227735,11.7,Low
4328-VUFWD,Vallejo,94591,39,One year,DSL,Electronic check,59.3,2209.15,No,No,No,Yes,No,Yes,0.9181914246129791,0.08180857538702088,8.2,Very low
4329-YPDDQ,Cazadero,95421,20,Month-to-month,Fiber optic,Bank transfer (automatic),108.2,2203.7,Yes,Yes,Yes,Yes,Yes,Yes,0.595578495090485,0.40442150490951495,40.4,Medium
4332-MUOEZ,Moreno Valley,92553,20,One year,Fiber optic,Credit card (automatic),94.3,1818.3,Yes,No,Yes,Yes,No,Yes,0.8034915444764907,0.1965084555235092,19.7,Low
4334-HOWRP,Cambria,93428,72,Two year,DSL,Credit card (automatic),64.95,4546.0,Yes,Yes,Yes,Yes,Yes,Yes,0.9724245850857413,0.02757541491425878,2.8,Very low
4335-BSMJS,Sanger,93657,62,Two year,No,Credit card (automatic),25.8,1563.95,No,No,No,No,No,No,0.9848478639007776,0.015152136099222342,1.5,Very low
4335-UPJSI,Aguanga,92536,24,Two year,No,Mailed check,19.75,498.1,No,No,No,No,No,No,0.993699292050292,0.006300707949708056,0.6,Very low
4338-EYCER,Carlotta,95528,21,Month-to-month,DSL,Bank transfer (automatic),54.6,1125.2,No,No,No,No,Yes,No,0.6883069917292124,0.3116930082707876,31.2,Medium
4342-HFXWS,Santa Monica,90401,48,One year,DSL,Bank transfer (automatic),69.7,3023.65,Yes,No,Yes,Yes,Yes,No,0.9917720623990196,0.008227937600980405,0.8,Very low
4343-EJVQB,Mariposa,95338,7,Month-to-month,Fiber optic,Mailed check,74.35,533.6,Yes,No,No,No,No,No,0.574706346203188,0.42529365379681205,42.5,Medium
4350-ZTLPI,Van Nuys,91401,53,One year,Fiber optic,Bank transfer (automatic),108.95,5718.2,No,Yes,Yes,Yes,Yes,Yes,0.7776921366679145,0.22230786333208555,22.2,Low
4353-HYOJD,Monrovia,91016,27,Month-to-month,DSL,Mailed check,49.85,1336.15,No,Yes,No,No,No,No,0.949160969453797,0.05083903054620295,5.1,Very low
4355-CVPVS,California Hot Springs,93207,56,One year,Fiber optic,Bank transfer (automatic),88.9,4968.0,No,No,No,No,Yes,Yes,0.9611316658394301,0.03886833416056991,3.9,Very low
4359-INNWN,Dunsmuir,96025,17,One year,No,Credit card (automatic),20.05,337.9,No,No,No,No,No,No,0.942189380915498,0.05781061908450199,5.8,Very low
4360-PNRQB,Yucca Valley,92284,18,Month-to-month,Fiber optic,Bank transfer (automatic),75.6,1395.05,No,No,No,No,No,No,0.4264955347576601,0.5735044652423399,57.4,High
4360-QRAVE,Farmington,95230,37,Month-to-month,DSL,Electronic check,36.65,1315.0,No,Yes,Yes,No,No,No,0.7596519263036284,0.24034807369637157,24.0,Low
4361-FEBGN,San Francisco,94131,48,Two year,No,Credit card (automatic),20.15,982.95,No,No,No,No,No,No,0.98770599764859,0.012294002351409983,1.2,Very low
4365-MSDYN,San Clemente,92672,8,Month-to-month,No,Bank transfer (automatic),19.55,161.15,No,No,No,No,No,No,0.7403534089841817,0.2596465910158184,26.0,Medium
4366-CTOUZ,Bodega Bay,94923,50,Two year,Fiber optic,Mailed check,100.2,5038.45,No,Yes,No,Yes,Yes,Yes,0.9024875970271915,0.09751240297280844,9.8,Very low
4367-NHWMM,Corte Madera,94925,1,Month-to-month,DSL,Mailed check,24.9,24.9,No,No,No,No,No,No,0.4419505271714995,0.5580494728285005,55.8,High
4367-NUYAO,Cupertino,95014,0,Two year,No,Mailed check,25.75,0.0,No,No,No,No,No,No,0.9737658079020478,0.02623419209795224,2.6,Very low
4369-NYSCF,Oakland,94606,56,One year,DSL,Bank transfer (automatic),75.75,4284.65,No,Yes,No,Yes,Yes,Yes,0.943110315197559,0.05688968480244101,5.7,Very low
4373-VVHQL,Arroyo Grande,93420,1,Month-to-month,DSL,Electronic check,44.75,44.75,No,No,No,No,No,No,0.4915821640551803,0.5084178359448197,50.8,High
4374-YMUSQ,Lake Elsinore,92530,34,One year,Fiber optic,Credit card (automatic),116.25,3899.05,Yes,Yes,Yes,Yes,Yes,Yes,0.8401286410832094,0.15987135891679058,16.0,Low
4376-KFVRS,Barstow,92311,72,Two year,Fiber optic,Credit card (automatic),114.05,8468.2,Yes,Yes,Yes,Yes,Yes,Yes,0.9461317407304458,0.053868259269554186,5.4,Very low
4377-VDHYI,Patterson,95363,32,One year,Fiber optic,Electronic check,90.8,3023.85,Yes,Yes,No,No,No,Yes,0.9187787890002574,0.08122121099974254,8.1,Very low
4378-BZYFP,Fairfield,94533,17,One year,No,Mailed check,20.5,365.8,No,No,No,No,No,No,0.9062971185658448,0.09370288143415517,9.4,Very low
4378-MYPGO,Greenwood,95635,68,Two year,Fiber optic,Bank transfer (automatic),105.25,7173.15,Yes,Yes,Yes,No,Yes,Yes,0.9866623908075789,0.013337609192421107,1.3,Very low
4381-MHQDC,Solvang,93463,47,Two year,DSL,Mailed check,65.0,2879.9,Yes,No,Yes,Yes,No,No,0.9702069338006861,0.029793066199313895,3.0,Very low
4385-ZKVNW,San Francisco,94102,44,Month-to-month,DSL,Bank transfer (automatic),54.9,2549.1,No,Yes,No,Yes,No,No,0.9724303988460155,0.02756960115398454,2.8,Very low
4389-UEFCZ,Monte Rio,95462,72,Two year,Fiber optic,Electronic check,105.5,7544.0,Yes,No,Yes,No,Yes,Yes,0.8821541531578233,0.11784584684217672,11.8,Low
4391-LNRXK,Port Costa,94569,22,Month-to-month,Fiber optic,Bank transfer (automatic),94.95,2142.8,No,Yes,Yes,Yes,No,Yes,0.592942425148967,0.407057574851033,40.7,Medium
4393-GEADV,Dulzura,91917,70,Two year,Fiber optic,Credit card (automatic),114.75,7842.3,Yes,Yes,Yes,Yes,Yes,Yes,0.9916194267093341,0.008380573290665896,0.8,Very low
4393-OBCRR,Bella Vista,96008,3,One year,No,Mailed check,20.25,71.2,No,No,No,No,No,No,0.8973459419485962,0.10265405805140386,10.3,Low
4393-RYCRE,Macdoel,96058,44,One year,Fiber optic,Electronic check,106.05,4510.8,Yes,Yes,Yes,No,Yes,Yes,0.7724197394869027,0.22758026051309732,22.8,Low
4395-PZMSN,San Gregorio,94074,5,Month-to-month,Fiber optic,Electronic check,85.55,408.5,No,Yes,No,No,No,Yes,0.2801669731166493,0.7198330268833507,72.0,Very high
4396-KLSEH,Bakersfield,93311,4,Month-to-month,No,Electronic check,19.85,63.0,No,No,No,No,No,No,0.6953279190243886,0.3046720809756113,30.5,Medium
4397-FRLTA,Corona,92883,4,Month-to-month,No,Mailed check,20.15,84.5,No,No,No,No,No,No,0.8126745363977801,0.1873254636022199,18.7,Low
4402-FTBXC,Hopland,95449,54,Month-to-month,Fiber optic,Mailed check,89.8,4667.0,Yes,No,Yes,No,Yes,No,0.8335542465514796,0.16644575344852036,16.6,Low
4403-BWPAY,Los Angeles,90017,14,One year,No,Credit card (automatic),24.8,321.7,No,No,No,No,No,No,0.8785158702464297,0.1214841297535702,12.1,Low
4415-WNGVR,Daggett,92327,12,One year,DSL,Electronic check,79.2,943.85,Yes,No,Yes,Yes,Yes,Yes,0.7204769478776438,0.2795230521223561,28.0,Medium
4418-LZMSV,San Diego,92113,13,Month-to-month,DSL,Bank transfer (automatic),61.8,750.1,No,Yes,Yes,Yes,No,No,0.9475962984430911,0.05240370155690891,5.2,Very low
4419-UJMUS,Wildomar,92595,69,Two year,Fiber optic,Electronic check,99.35,6856.45,No,No,No,Yes,Yes,Yes,0.969666930776839,0.030333069223161018,3.0,Very low
4422-QVIJA,Los Angeles,90035,35,Month-to-month,DSL,Mailed check,50.15,1655.35,No,No,No,No,No,No,0.9539109658060798,0.04608903419392015,4.6,Very low
4423-JWZJN,Springville,93265,64,One year,Fiber optic,Credit card (automatic),90.25,5629.15,No,No,Yes,No,No,Yes,0.9702254087483153,0.029774591251684645,3.0,Very low
4425-OWHWB,El Cajon,92019,20,One year,No,Credit card (automatic),19.35,433.75,No,No,No,No,No,No,0.9266648062220008,0.07333519377799924,7.3,Very low
4429-WYGFR,Sacramento,95821,26,Month-to-month,DSL,Bank transfer (automatic),49.15,1237.3,No,No,No,Yes,No,No,0.8663830201934494,0.1336169798065506,13.4,Low
4430-YHXGG,San Lorenzo,94580,4,Month-to-month,No,Mailed check,25.45,84.2,No,No,No,No,No,No,0.9160362159858428,0.08396378401415712,8.4,Very low
4431-EDMIQ,Sugarloaf,92386,7,Month-to-month,DSL,Electronic check,75.7,554.05,Yes,Yes,Yes,Yes,Yes,No,0.8868702761045317,0.11312972389546821,11.3,Low
4439-YRNVD,Selma,93662,10,Month-to-month,DSL,Electronic check,36.25,374.0,No,Yes,No,Yes,No,No,0.6445255765045117,0.35547442349548825,35.5,Medium
4443-EMBNA,Castaic,91384,71,Two year,No,Bank transfer (automatic),24.75,1836.9,No,No,No,No,No,No,0.988970135645198,0.011029864354802014,1.1,Very low
4445-KWOKW,Potrero,91963,42,One year,DSL,Bank transfer (automatic),60.15,2421.6,Yes,Yes,No,No,No,No,0.9308154193897421,0.06918458061025792,6.9,Very low
4445-ZJNMU,Manhattan Beach,90266,9,Month-to-month,Fiber optic,Credit card (automatic),99.3,918.75,No,Yes,No,No,Yes,Yes,0.26995983279719604,0.730040167202804,73.0,Very high
4450-DLLMH,Avalon,90704,2,Month-to-month,Fiber optic,Credit card (automatic),71.3,157.75,No,No,No,No,No,No,0.39194793992325827,0.6080520600767417,60.8,High
4450-MDZFX,Monrovia,91016,60,Month-to-month,Fiber optic,Bank transfer (automatic),74.35,4453.3,No,No,No,No,No,No,0.9431338699671289,0.05686613003287111,5.7,Very low
4450-YOOHP,Sacramento,95818,39,Month-to-month,DSL,Credit card (automatic),50.65,1905.4,No,No,Yes,No,Yes,Yes,0.6592231910715949,0.3407768089284052,34.1,Medium
4451-RWASJ,Lagunitas,94938,15,One year,No,Mailed check,19.5,239.75,No,No,No,No,No,No,0.9717599500493956,0.02824004995060433,2.8,Very low
4452-QIIEB,Glendora,91740,7,Month-to-month,DSL,Mailed check,43.9,278.4,No,No,No,No,No,No,0.6891411658577968,0.3108588341422032,31.1,Medium
4452-ROHMO,San Diego,92128,15,Two year,No,Mailed check,19.6,331.6,No,No,No,No,No,No,0.9584554151779057,0.041544584822094305,4.2,Very low
4455-BFSPD,Hollister,95023,61,One year,Fiber optic,Bank transfer (automatic),101.15,6383.9,No,No,No,Yes,Yes,Yes,0.8519878445072079,0.14801215549279212,14.8,Low
4456-RHSNB,San Bernardino,92401,19,Month-to-month,DSL,Bank transfer (automatic),49.6,962.9,No,No,Yes,No,No,No,0.9099547465366453,0.09004525346335462,9.0,Very low
4458-KVRBJ,San Jose,95110,59,Two year,No,Mailed check,25.0,1510.5,No,No,No,No,No,No,0.9861077418541871,0.013892258145812896,1.4,Very low
4459-BBGHE,Descanso,91916,30,Month-to-month,DSL,Electronic check,44.5,1307.8,No,No,No,No,Yes,Yes,0.8202893616798306,0.1797106383201694,18.0,Low
4462-CYWMH,Lindsay,93247,62,Month-to-month,Fiber optic,Bank transfer (automatic),89.8,5629.55,No,Yes,No,No,No,Yes,0.672618205153199,0.3273817948468009,32.7,Medium
4465-VDKIQ,Glendale,91201,18,Month-to-month,Fiber optic,Electronic check,77.8,1358.6,No,Yes,Yes,No,No,No,0.5426104175733986,0.45738958242660144,45.7,High
4468-KAZHE,Hughson,95326,20,Month-to-month,DSL,Electronic check,60.0,1259.35,No,Yes,No,No,No,Yes,0.5389066826058706,0.46109331739412934,46.1,High
4468-YDOVK,Richmond,94805,5,Month-to-month,DSL,Bank transfer (automatic),48.65,235.2,No,No,No,Yes,No,No,0.918861502173176,0.081138497826824,8.1,Very low
4472-LVYGI,San Bernardino,92408,0,Two year,DSL,Bank transfer (automatic),52.55,0.0,Yes,No,Yes,Yes,Yes,No,0.7829074731471495,0.21709252685285055,21.7,Low
4472-VESGY,Durham,95938,52,Month-to-month,Fiber optic,Bank transfer (automatic),98.15,4993.4,Yes,Yes,Yes,No,No,Yes,0.9417388536521637,0.0582611463478363,5.8,Very low
4475-NVTLU,Paso Robles,93446,45,Two year,No,Electronic check,19.2,903.7,No,No,No,No,No,No,0.994498497813226,0.005501502186774023,0.6,Very low
4476-OSWTN,Witter Springs,95493,69,One year,Fiber optic,Mailed check,110.55,7610.1,Yes,No,Yes,Yes,Yes,Yes,0.8717947784572586,0.12820522154274136,12.8,Low
4480-MBMLB,Los Angeles,90066,36,One year,Fiber optic,Bank transfer (automatic),104.8,3886.45,No,Yes,Yes,No,Yes,Yes,0.6520280289938483,0.3479719710061517,34.8,Medium
4480-QQRHC,Hydesville,95547,8,Month-to-month,Fiber optic,Bank transfer (automatic),74.05,600.15,No,No,Yes,No,No,No,0.4307035188617575,0.5692964811382425,56.9,High
4482-EWFMI,Arcadia,91006,2,Month-to-month,Fiber optic,Electronic check,69.7,135.2,No,No,No,No,No,No,0.2995826469165881,0.7004173530834119,70.0,Very high
4482-FTFFX,Penngrove,94951,5,Month-to-month,DSL,Electronic check,56.15,291.45,No,No,Yes,Yes,No,No,0.6923350084800559,0.3076649915199441,30.8,Medium
4486-EFAEB,Los Angeles,90002,13,Month-to-month,No,Electronic check,20.4,251.65,No,No,No,No,No,No,0.75545183131371,0.24454816868628998,24.5,Low
4487-ZYJZK,Los Gatos,95032,38,One year,No,Credit card (automatic),19.6,763.1,No,No,No,No,No,No,0.9921071475764193,0.007892852423580716,0.8,Very low
4488-KQFDT,Lemon Grove,91945,61,One year,Fiber optic,Electronic check,103.95,6423.0,No,Yes,Yes,No,Yes,Yes,0.7498481707415051,0.2501518292584949,25.0,Medium
4495-LHSSK,Camp Nelson,93208,18,Month-to-month,DSL,Mailed check,57.65,992.7,Yes,No,No,No,No,No,0.9441036560652439,0.055896343934756045,5.6,Very low
4500-HKANN,Anaheim,92807,23,Two year,DSL,Mailed check,59.7,1414.2,No,Yes,No,Yes,No,No,0.9207915074463288,0.07920849255367121,7.9,Very low
4501-UYKBC,Igo,96047,46,One year,DSL,Credit card (automatic),69.1,3255.35,No,No,Yes,Yes,No,Yes,0.9151410857493998,0.08485891425060016,8.5,Very low
4501-VCPFK,Coachella,92236,26,Month-to-month,DSL,Electronic check,35.75,1022.5,No,No,Yes,Yes,No,No,0.7371058653527374,0.2628941346472626,26.3,Medium
4504-YOULA,Wilton,95693,35,Month-to-month,DSL,Credit card (automatic),59.45,2136.9,Yes,Yes,No,No,No,No,0.9534417790842692,0.04655822091573078,4.7,Very low
4508-OEBEY,Goleta,93117,31,One year,DSL,Credit card (automatic),75.5,2424.45,Yes,Yes,Yes,Yes,No,Yes,0.9180190021640383,0.08198099783596166,8.2,Very low
4513-CXYIX,Lake Elsinore,92532,71,Two year,Fiber optic,Credit card (automatic),80.7,5676.0,Yes,No,No,No,No,No,0.948784580014626,0.05121541998537402,5.1,Very low
4518-FZBSX,Coulterville,95311,42,One year,No,Mailed check,20.25,854.9,No,No,No,No,No,No,0.9918539082303667,0.008146091769633355,0.8,Very low
4521-WFJAI,Sacramento,95825,56,Two year,No,Bank transfer (automatic),25.95,1444.05,No,No,No,No,No,No,0.9802513385970719,0.019748661402928035,2.0,Very low
4521-YEEHE,Anaheim,92805,18,Month-to-month,Fiber optic,Electronic check,88.85,1594.75,No,No,No,Yes,Yes,No,0.29092447670818256,0.7090755232918174,70.9,Very high
4522-AKYLR,Chino Hills,91709,13,Month-to-month,DSL,Electronic check,54.8,731.3,No,Yes,Yes,No,No,No,0.619852417366237,0.380147582633763,38.0,Medium
4522-XRWWI,Manton,96059,42,One year,DSL,Credit card (automatic),80.45,3375.9,Yes,No,No,Yes,Yes,Yes,0.9154741731098104,0.08452582689018961,8.5,Very low
4524-QCSSM,Encino,91436,26,Month-to-month,DSL,Bank transfer (automatic),44.65,1156.55,Yes,Yes,No,No,No,Yes,0.7112936139300108,0.2887063860699892,28.9,Medium
4525-VZCZG,Vernalis,95385,54,One year,Fiber optic,Electronic check,105.85,5826.65,Yes,Yes,No,Yes,Yes,Yes,0.9705185795652594,0.02948142043474057,2.9,Very low
4526-EXKKN,Rio Nido,95471,40,Two year,No,Mailed check,24.6,973.95,No,No,No,No,No,No,0.9633103387535633,0.03668966124643667,3.7,Very low
4526-RMTLL,Maywood,90270,8,Two year,DSL,Credit card (automatic),76.15,645.8,Yes,Yes,No,Yes,No,Yes,0.969737631113959,0.03026236888604097,3.0,Very low
4526-ZJJTM,San Mateo,94403,25,Month-to-month,Fiber optic,Bank transfer (automatic),88.4,2191.15,No,Yes,Yes,No,No,Yes,0.5514035895198991,0.4485964104801009,44.9,Medium
4530-NDRKU,Auburn,95603,42,One year,No,Electronic check,19.05,761.85,No,No,No,No,No,No,0.9850574134583071,0.014942586541692867,1.5,Very low
4531-AUZNK,Oakland,94610,51,One year,Fiber optic,Mailed check,95.15,5000.05,Yes,No,No,Yes,Yes,No,0.9613599325211006,0.03864006747889933,3.9,Very low
4534-WGCIR,Covina,91723,58,Two year,No,Credit card (automatic),25.15,1509.9,No,No,No,No,No,No,0.9967685805881349,0.003231419411865084,0.3,Very low
4536-PLEQY,Los Angeles,90058,12,Month-to-month,Fiber optic,Credit card (automatic),85.05,999.8,No,Yes,No,No,No,Yes,0.36709840002443117,0.6329015999755688,63.3,High
4537-CIBHB,Arvin,93203,9,One year,No,Mailed check,20.25,172.35,No,No,No,No,No,No,0.9760214009189409,0.023978599081059142,2.4,Very low
4537-DKTAL,Darwin,93522,2,Month-to-month,DSL,Electronic check,45.55,84.4,No,No,No,No,No,No,0.5914004266580037,0.40859957334199626,40.9,Medium
4538-WNTMJ,Isleton,95641,46,One year,No,Mailed check,24.95,1165.9,No,No,No,No,No,No,0.9521045607528179,0.047895439247182085,4.8,Very low
4544-RXFMG,North San Juan,95960,8,One year,DSL,Mailed check,43.45,345.5,No,No,No,No,No,No,0.9272360328105135,0.07276396718948656,7.3,Very low
4546-FOKWR,Los Gatos,95032,16,Month-to-month,Fiber optic,Credit card (automatic),74.75,1129.35,No,No,No,No,No,No,0.4266192382506149,0.5733807617493851,57.3,High
4547-FZJWE,Forest Falls,92339,55,One year,DSL,Credit card (automatic),59.45,3157.0,Yes,No,No,No,No,Yes,0.9575679656710605,0.04243203432893951,4.2,Very low
4549-ZDQYY,Torrance,90505,52,One year,DSL,Credit card (automatic),57.95,3042.25,Yes,No,Yes,Yes,No,No,0.9808083870851381,0.01919161291486188,1.9,Very low
4553-DVPZG,Daly City,94015,62,Month-to-month,Fiber optic,Electronic check,101.35,6164.7,No,No,Yes,No,Yes,Yes,0.5017354287616831,0.49826457123831686,49.8,High
4558-CGYCZ,San Fernando,91340,4,Month-to-month,No,Mailed check,19.75,78.3,No,No,No,No,No,No,0.8104738073320972,0.18952619266790283,19.0,Low
4559-UWIHT,Atascadero,93422,14,Month-to-month,Fiber optic,Electronic check,82.65,1185.0,No,Yes,Yes,No,No,No,0.27719485067750727,0.7228051493224927,72.3,Very high
4560-WQAQW,Mount Laguna,91948,59,One year,DSL,Bank transfer (automatic),68.7,4070.95,Yes,No,No,Yes,No,Yes,0.9703648300580551,0.02963516994194493,3.0,Very low
4565-EVZMJ,San Diego,92128,47,One year,DSL,Mailed check,58.9,2813.05,Yes,Yes,No,Yes,No,No,0.965980990326026,0.03401900967397394,3.4,Very low
4565-NLZBV,Kneeland,95549,71,Two year,No,Bank transfer (automatic),24.65,1710.15,No,No,No,No,No,No,0.9843368343010388,0.01566316569896121,1.6,Very low
4566-NECEV,Palos Verdes Peninsula,90274,5,Month-to-month,Fiber optic,Electronic check,96.55,500.1,No,Yes,Yes,No,No,Yes,0.2913503979844769,0.7086496020155231,70.9,Very high
4567-AKPIA,Canyon Dam,95923,41,One year,Fiber optic,Bank transfer (automatic),109.1,4454.25,No,Yes,Yes,Yes,Yes,Yes,0.9218716589405624,0.0781283410594375,7.8,Very low
4568-KNYWR,Fullerton,92831,52,Two year,DSL,Credit card (automatic),63.25,3342.45,Yes,Yes,No,No,Yes,No,0.9732199950413574,0.026780004958642682,2.7,Very low
4568-TTZRT,Auburn,95602,9,Month-to-month,No,Mailed check,20.4,181.8,No,No,No,No,No,No,0.8349729167211457,0.16502708327885432,16.5,Low
4570-QHXHL,Santa Ana,92704,9,Month-to-month,DSL,Electronic check,43.75,405.7,No,No,No,No,No,No,0.5621355135130857,0.4378644864869144,43.8,Medium
4573-JKNAE,Los Angeles,90032,12,Two year,No,Bank transfer (automatic),19.35,212.3,No,No,No,No,No,No,0.9913483481679369,0.008651651832063088,0.9,Very low
4578-PHJYZ,Orland,95963,52,One year,DSL,Electronic check,68.75,3482.85,No,Yes,Yes,Yes,Yes,No,0.9806243422550914,0.01937565774490861,1.9,Very low
4581-LNWUM,San Pablo,94806,13,Month-to-month,DSL,Electronic check,49.15,649.4,No,No,Yes,No,Yes,Yes,0.42948826517273897,0.570511734827261,57.1,High
4583-PARNH,Kerman,93630,16,Month-to-month,Fiber optic,Electronic check,91.55,1540.05,No,No,Yes,Yes,No,Yes,0.35226633357395254,0.6477336664260475,64.8,High
4584-LBNMK,Portola,96122,45,One year,No,Credit card (automatic),24.7,1174.35,No,No,No,No,No,No,0.9557080283903178,0.04429197160968223,4.4,Very low
4589-IUAJB,Garden Grove,92843,70,Two year,No,Bank transfer (automatic),24.25,1724.15,No,No,No,No,No,No,0.9884337089526994,0.011566291047300548,1.2,Very low
4598-ZADCK,Hopland,95449,53,One year,DSL,Electronic check,53.6,2879.2,Yes,Yes,Yes,Yes,Yes,No,0.9253871453897196,0.0746128546102804,7.5,Very low
4608-LCIMN,Pismo Beach,93449,8,Month-to-month,DSL,Bank transfer (automatic),44.65,369.15,No,No,No,No,No,No,0.9059165251195447,0.09408347488045528,9.4,Very low
4609-KNNWG,Dunnigan,95937,27,Two year,No,Mailed check,19.9,550.1,No,No,No,No,No,No,0.992450077019127,0.007549922980872971,0.8,Very low
4611-ANLQC,Castro Valley,94552,60,One year,DSL,Electronic check,50.05,2911.5,Yes,Yes,Yes,No,No,Yes,0.9251544817101136,0.07484551828988643,7.5,Very low
4612-SSVHJ,Yermo,92398,20,Month-to-month,Fiber optic,Electronic check,81.45,1671.6,No,No,No,No,No,Yes,0.370082300295528,0.629917699704472,63.0,High
4615-PIVVU,Ludlow,92338,42,Two year,DSL,Credit card (automatic),66.5,2762.75,No,No,Yes,Yes,No,Yes,0.9715179287392951,0.028482071260704882,2.8,Very low
4616-EWBNJ,Los Angeles,90042,16,One year,No,Bank transfer (automatic),20.1,318.6,No,No,No,No,No,No,0.9372623047135129,0.06273769528648714,6.3,Very low
4616-ULAOA,Escondido,92029,65,Two year,Fiber optic,Credit card (automatic),110.8,7245.9,No,Yes,Yes,Yes,Yes,Yes,0.9800739616552658,0.019926038344734127,2.0,Very low
