CustomerID,City,Zip Code,Tenure Months,Contract,Internet Service,Payment Method,Monthly Charges,Total Charges,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,prob_stay,prob_churn
9432-VOFYX,Delano,93215,17,Month-to-month,Fiber optic,Electronic check,70.8,1207.0,No,No,No,No,No,No,0.4111813905406251,0.5888186094593749
1384-RCUXW,French Gulch,96033,16,Month-to-month,Fiber optic,Mailed check,80.55,1248.9,No,Yes,No,No,No,No,0.4122099341709179,0.5877900658290821
2373-NTKOD,Rancho Cordova,95670,8,Month-to-month,DSL,Electronic check,66.25,546.45,No,No,No,No,Yes,Yes,0.4122400908546697,0.5877599091453303
9093-FPDLG,Hilmar,95324,11,Month-to-month,Fiber optic,Electronic check,94.2,999.9,No,Yes,Yes,Yes,No,Yes,0.4132238952071531,0.5867761047928469
3748-FVMZZ,Oakland,94610,4,Month-to-month,DSL,Electronic check,40.05,162.45,No,No,No,Yes,No,Yes,0.4134074390096404,0.5865925609903596
4183-MYFRB,Los Angeles,90021,21,Month-to-month,Fiber optic,Electronic check,90.05,1862.9,No,Yes,Yes,No,No,Yes,0.41344569998478653,0.5865543000152135
5022-KVDQT,Woodland Hills,91364,27,Month-to-month,Fiber optic,Electronic check,81.3,2272.8,No,No,Yes,No,No,No,0.41453045273000555,0.5854695472699945
6719-OXYBR,California City,93505,15,Month-to-month,Fiber optic,Electronic check,85.3,1219.85,No,No,Yes,No,Yes,No,0.4153062886351372,0.5846937113648628
0581-BXBUB,Penn Valley,95946,4,Month-to-month,Fiber optic,Electronic check,72.75,317.75,No,Yes,No,No,No,No,0.41547725001622793,0.5845227499837721
7978-DKUQH,Lake Elsinore,92532,25,Month-to-month,Fiber optic,Electronic check,74.6,1797.75,No,No,Yes,No,No,No,0.4159709132810193,0.5840290867189807
7718-RXDGG,Newcastle,95658,15,Month-to-month,Fiber optic,Bank transfer (automatic),68.6,1108.6,No,No,No,No,No,No,0.41623160069693543,0.5837683993030646
5899-OUVKV,Sacramento,95821,31,Month-to-month,Fiber optic,Electronic check,94.5,2979.2,No,Yes,No,No,Yes,Yes,0.4164340285947733,0.5835659714052267
2582-FFFZR,Vallejo,94592,22,Month-to-month,DSL,Electronic check,50.6,1073.3,No,No,Yes,No,Yes,Yes,0.41663941141943783,0.5833605885805622
2080-CAZNM,Burbank,91502,41,Month-to-month,Fiber optic,Electronic check,104.4,4133.95,No,Yes,Yes,No,Yes,Yes,0.4179487632872495,0.5820512367127505
9355-NPPFS,Fremont,94538,26,Month-to-month,Fiber optic,Electronic check,78.8,2006.1,No,No,No,No,No,Yes,0.41823422811855027,0.5817657718814497
9365-SRSZE,Los Angeles,90036,27,Month-to-month,Fiber optic,Electronic check,70.55,1943.9,No,No,No,No,No,No,0.41879609992749056,0.5812039000725094
8212-CRQXP,Alviso,95002,22,Month-to-month,Fiber optic,Credit card (automatic),80.0,1706.45,No,No,No,No,Yes,No,0.4193595427960628,0.5806404572039372
6243-OZGFH,Vista,92084,23,Month-to-month,DSL,Electronic check,44.95,996.85,No,No,No,No,Yes,Yes,0.4201306500159203,0.5798693499840797
3518-PZXZQ,Castroville,95012,1,Month-to-month,DSL,Mailed check,55.3,55.3,No,No,No,No,Yes,No,0.4206282958585469,0.5793717041414531
7853-OETYL,West Covina,91790,4,Month-to-month,DSL,Electronic check,29.05,129.6,Yes,No,No,No,No,No,0.42084357049095966,0.5791564295090403
9529-OFXHY,Elk Creek,95939,15,Month-to-month,Fiber optic,Bank transfer (automatic),87.75,1242.2,Yes,No,No,No,Yes,No,0.4209510304167947,0.5790489695832053
2603-HVKCG,Meridian,95957,31,Month-to-month,Fiber optic,Electronic check,101.4,3143.65,No,Yes,Yes,No,Yes,Yes,0.42112980290270075,0.5788701970972993
6260-ONULR,Middletown,95461,1,Month-to-month,DSL,Mailed check,62.8,62.8,No,No,No,No,Yes,Yes,0.4212493794177812,0.5787506205822188
1319-YLZJG,Dutch Flat,95714,12,Month-to-month,Fiber optic,Electronic check,84.6,959.9,Yes,Yes,Yes,No,No,No,0.42184318542618726,0.5781568145738127
4690-PKDQG,San Diego,92102,42,Month-to-month,Fiber optic,Electronic check,95.55,3930.6,No,Yes,Yes,No,Yes,No,0.42201685387130405,0.577983146128696
1304-BCCFO,Redlands,92374,9,Month-to-month,DSL,Mailed check,70.05,564.4,No,No,Yes,No,Yes,Yes,0.4225559311104544,0.5774440688895456
1769-GRUIK,Gridley,95948,18,Month-to-month,Fiber optic,Electronic check,71.1,1247.75,No,No,No,No,No,No,0.4228577901475481,0.5771422098524519
8630-FJLIB,San Jose,95130,18,Month-to-month,Fiber optic,Electronic check,69.8,1221.65,No,No,No,No,No,No,0.4228577901475481,0.5771422098524519
5605-IYGFG,Thousand Palms,92276,7,Month-to-month,Fiber optic,Bank transfer (automatic),69.85,515.45,No,No,No,No,No,No,0.4231304253394236,0.5768695746605764
0674-EYYZV,Los Angeles,90065,1,Month-to-month,DSL,Electronic check,54.65,54.65,No,No,No,No,Yes,No,0.4231914590061323,0.5768085409938677
5439-WIKXB,Newhall,91321,41,Month-to-month,Fiber optic,Electronic check,94.55,3851.45,No,Yes,No,No,Yes,Yes,0.42407595383104757,0.5759240461689524
8849-AYPTR,Sacramento,95819,33,Month-to-month,Fiber optic,Electronic check,91.25,2964.05,No,No,No,No,Yes,Yes,0.42433165470576495,0.575668345294235
3050-GBUSH,Burlingame,94010,3,Month-to-month,DSL,Credit card (automatic),34.8,113.95,No,No,No,No,Yes,No,0.4244895186769406,0.5755104813230594
9552-TGUZV,Upland,91784,8,Month-to-month,Fiber optic,Mailed check,75.0,658.1,Yes,No,No,No,No,No,0.4246448347821775,0.5753551652178225
8356-WUAOJ,Glendale,91205,1,Month-to-month,DSL,Electronic check,45.0,45.0,No,No,No,No,No,No,0.4249867264273115,0.5750132735726885
5016-IBERQ,Simi Valley,93063,23,Month-to-month,Fiber optic,Electronic check,84.25,1968.1,No,Yes,Yes,No,No,No,0.4254935579083762,0.5745064420916238
5501-TVMGM,Canby,96015,1,Month-to-month,DSL,Electronic check,55.25,55.25,No,No,No,No,No,Yes,0.4256095179317958,0.5743904820682042
0581-MDMPW,San Jose,95148,24,Month-to-month,Fiber optic,Credit card (automatic),88.95,2072.75,No,No,Yes,No,Yes,No,0.42613164347509913,0.5738683565249009
9058-MJLZC,Yuba City,95991,24,Month-to-month,Fiber optic,Electronic check,94.6,2283.15,Yes,No,No,No,Yes,Yes,0.4262626788464663,0.5737373211535337
3916-NRPAP,Escalon,95320,3,Month-to-month,Fiber optic,Credit card (automatic),85.7,256.75,No,No,Yes,No,No,Yes,0.4263127986148362,0.5736872013851638
4360-PNRQB,Yucca Valley,92284,18,Month-to-month,Fiber optic,Bank transfer (automatic),75.6,1395.05,No,No,No,No,No,No,0.4264955347576601,0.5735044652423399
4546-FOKWR,Los Gatos,95032,16,Month-to-month,Fiber optic,Credit card (automatic),74.75,1129.35,No,No,No,No,No,No,0.4266192382506149,0.5733807617493851
3588-WSTTJ,Los Angeles,90077,35,Month-to-month,Fiber optic,Electronic check,99.05,3554.6,Yes,No,No,No,Yes,Yes,0.4277761676869679,0.5722238323130321
2468-SJFLM,Biggs,95917,1,Month-to-month,Fiber optic,Mailed check,74.3,74.3,No,No,No,Yes,No,No,0.42817698982092756,0.5718230101790724
9822-OAOVB,Santa Maria,93455,1,Month-to-month,DSL,Electronic check,55.45,55.45,No,No,No,No,No,Yes,0.4291314278645466,0.5708685721354534
8645-KWHJO,San Gabriel,91776,14,Month-to-month,DSL,Electronic check,55.0,771.95,No,No,Yes,Yes,Yes,Yes,0.4293236240473062,0.5706763759526938
4581-LNWUM,San Pablo,94806,13,Month-to-month,DSL,Electronic check,49.15,649.4,No,No,Yes,No,Yes,Yes,0.42948826517273897,0.570511734827261
3002-WQZWT,Murrieta,92563,29,Month-to-month,Fiber optic,Electronic check,74.2,1993.25,No,No,No,No,No,No,0.42974552027696444,0.5702544797230356
4480-QQRHC,Hydesville,95547,8,Month-to-month,Fiber optic,Bank transfer (automatic),74.05,600.15,No,No,Yes,No,No,No,0.4307035188617575,0.5692964811382425
9588-OZDMQ,Tollhouse,93667,2,Month-to-month,DSL,Electronic check,45.0,89.75,No,No,No,No,No,No,0.4332273491593335,0.5667726508406665
3312-ZWLGF,Acton,93510,29,Month-to-month,Fiber optic,Electronic check,79.3,2414.55,No,No,No,Yes,No,No,0.43368565706802975,0.5663143429319702
2739-CACDQ,La Jolla,92037,17,Month-to-month,Fiber optic,Credit card (automatic),82.65,1470.05,No,No,Yes,No,No,No,0.43420777388907783,0.5657922261109222
1307-ATKGB,Santa Clara,95054,24,Month-to-month,Fiber optic,Electronic check,89.55,2187.15,No,Yes,Yes,No,No,Yes,0.43457436944103456,0.5654256305589654
9796-BPKIW,Redwood City,94063,8,Month-to-month,Fiber optic,Credit card (automatic),69.95,562.7,No,No,No,No,No,No,0.43554279082869607,0.5644572091713039
8990-ZXLSU,Sun City,92586,9,Month-to-month,Fiber optic,Electronic check,69.05,651.5,No,No,No,No,No,No,0.4357551667653432,0.5642448332346568
6559-PDZLR,Desert Center,92239,26,Month-to-month,Fiber optic,Electronic check,98.65,2537.0,No,No,Yes,Yes,Yes,Yes,0.4358383848237086,0.5641616151762914
8040-MNRTF,Taft,93268,1,Month-to-month,Fiber optic,Mailed check,71.1,71.1,No,No,No,No,No,No,0.4365978027664267,0.5634021972335733
5760-FXFVO,Pleasant Grove,95668,6,Month-to-month,Fiber optic,Electronic check,78.95,494.95,Yes,Yes,No,No,No,No,0.437014073101718,0.562985926898282
2322-VCZHZ,El Portal,95318,23,Month-to-month,Fiber optic,Electronic check,90.0,2024.1,Yes,Yes,No,No,No,Yes,0.43719385210967643,0.5628061478903236
1335-NTIUC,Pacoima,91331,9,Month-to-month,DSL,Electronic check,24.95,190.25,No,No,No,No,No,No,0.43756079024218075,0.5624392097578192
0212-ISBBF,Berkeley,94705,22,Month-to-month,DSL,Electronic check,50.35,1098.85,No,Yes,No,No,Yes,Yes,0.4381530107434738,0.5618469892565262
2916-BQZLN,Reseda,91335,19,Month-to-month,Fiber optic,Electronic check,84.75,1651.95,Yes,No,Yes,No,No,No,0.4388649655694967,0.5611350344305033
7126-RBHSD,Lathrop,95330,17,Month-to-month,Fiber optic,Electronic check,78.9,1348.95,Yes,No,No,No,No,No,0.43890662324759455,0.5610933767524054
8778-LMWTJ,River Pines,95675,9,Month-to-month,Fiber optic,Electronic check,74.85,708.2,Yes,No,No,No,No,No,0.4390066647415446,0.5609933352584554
2697-NQBPF,Fulton,95439,34,Month-to-month,Fiber optic,Electronic check,105.35,3540.65,No,Yes,No,Yes,Yes,Yes,0.4395713922664408,0.5604286077335592
0988-JRWWP,Wilseyville,95257,3,Month-to-month,DSL,Electronic check,54.2,140.4,No,No,No,No,Yes,No,0.4396933833739971,0.5603066166260029
3853-LYGAM,Meadow Vista,95722,17,Month-to-month,Fiber optic,Bank transfer (automatic),95.65,1640.0,No,No,Yes,Yes,No,Yes,0.4400047851560074,0.5599952148439926
3956-MGXOG,Modesto,95350,28,Month-to-month,Fiber optic,Electronic check,80.6,2244.95,No,No,No,No,No,Yes,0.44009670497949627,0.5599032950205037
5226-NOZFC,Modesto,95358,26,Month-to-month,Fiber optic,Electronic check,85.75,2146.5,No,Yes,No,No,Yes,No,0.4404059411842485,0.5595940588157515
6652-YFFJO,Tuolumne,95379,11,Month-to-month,DSL,Electronic check,64.9,716.1,No,No,No,No,Yes,Yes,0.44043359597733467,0.5595664040226653
2507-QZPQS,La Mirada,90638,15,Month-to-month,Fiber optic,Electronic check,95.7,1451.1,No,Yes,No,Yes,No,Yes,0.4412107031580491,0.5587892968419509
3717-OEAUQ,Ione,95640,2,Month-to-month,Fiber optic,Mailed check,70.7,129.2,No,No,No,No,No,No,0.44133812037634657,0.5586618796236534
7895-VONWT,Manhattan Beach,90266,25,Month-to-month,DSL,Electronic check,48.25,1293.8,No,No,Yes,No,Yes,Yes,0.4413547618611692,0.5586452381388308
0817-HSUSE,Altadena,91001,1,Month-to-month,DSL,Electronic check,75.5,75.5,No,No,Yes,Yes,Yes,Yes,0.44141624088008724,0.5585837591199128
1399-UBQIU,Orange,92867,11,Month-to-month,DSL,Electronic check,69.35,712.25,No,No,Yes,No,Yes,Yes,0.44164178861070813,0.5583582113892919
4367-NHWMM,Corte Madera,94925,1,Month-to-month,DSL,Mailed check,24.9,24.9,No,No,No,No,No,No,0.4419505271714995,0.5580494728285005
7537-RBWEA,Petrolia,95558,1,Month-to-month,DSL,Mailed check,25.15,25.15,No,No,No,No,No,No,0.4419505271714995,0.5580494728285005
5950-AAAGJ,Playa Del Rey,90293,18,Month-to-month,Fiber optic,Bank transfer (automatic),84.3,1537.9,No,No,No,No,Yes,No,0.4424647109981956,0.5575352890018044
2424-WVHPL,Redondo Beach,90278,1,Month-to-month,Fiber optic,Electronic check,74.7,74.7,No,No,No,Yes,No,No,0.44314393915259065,0.5568560608474094
3914-FDRHP,Warner Springs,92086,9,Month-to-month,Fiber optic,Electronic check,86.25,770.5,No,No,No,Yes,Yes,No,0.44331461818531914,0.5566853818146809
0439-IFYUN,Westley,95387,18,Month-to-month,Fiber optic,Electronic check,74.7,1294.6,No,Yes,No,No,No,No,0.4437849262040052,0.5562150737959948
0650-BWOZN,Aguanga,92536,18,Month-to-month,Fiber optic,Electronic check,73.55,1359.45,No,Yes,No,No,No,No,0.4437849262040052,0.5562150737959948
9274-UARKJ,Modesto,95351,15,Month-to-month,Fiber optic,Bank transfer (automatic),83.2,1130.0,No,Yes,No,No,Yes,No,0.4442314230718728,0.5557685769281272
5543-QDCRY,San Francisco,94103,4,Month-to-month,DSL,Electronic check,56.4,234.85,No,No,No,No,Yes,No,0.4444407976691245,0.5555592023308755
0114-PEGZZ,Round Mountain,96084,33,Month-to-month,Fiber optic,Electronic check,107.55,3645.5,No,Yes,Yes,No,Yes,Yes,0.4444953299119758,0.5555046700880242
9927-DSWDF,Palos Verdes Peninsula,90274,22,Month-to-month,Fiber optic,Electronic check,104.6,2180.55,Yes,Yes,No,Yes,Yes,Yes,0.44543268971303573,0.5545673102869643
7586-ZATGZ,Ravendale,96123,40,Month-to-month,Fiber optic,Electronic check,84.9,3369.05,No,No,No,No,Yes,No,0.44580177699528534,0.5541982230047147
5144-TVGLP,Los Angeles,90002,38,Month-to-month,Fiber optic,Electronic check,94.75,3653.0,No,No,No,No,Yes,Yes,0.44580967379597436,0.5541903262040256
8486-AYEQH,Guatay,91931,31,Month-to-month,Fiber optic,Electronic check,76.05,2227.8,No,No,No,No,No,No,0.44630526728519504,0.553694732714805
2070-XYMFH,Long Beach,90815,23,Month-to-month,Fiber optic,Mailed check,79.35,1835.3,No,No,Yes,No,No,No,0.44648842171296477,0.5535115782870352
1580-BMCMR,Tehachapi,93561,19,Month-to-month,Fiber optic,Electronic check,87.3,1637.3,Yes,No,No,No,No,Yes,0.44737557733159217,0.5526244226684078
8456-QDAVC,Winterhaven,92283,19,Month-to-month,Fiber optic,Bank transfer (automatic),78.7,1495.1,No,No,No,No,Yes,No,0.4474313211960569,0.5525686788039431
7855-DIWPO,Sloughhouse,95683,21,Month-to-month,Fiber optic,Electronic check,68.65,1493.2,No,No,No,No,No,No,0.4476589493444043,0.5523410506555957
7562-UXTPG,Canoga Park,91303,13,Month-to-month,Fiber optic,Mailed check,70.15,886.7,No,No,No,No,No,No,0.44850630698479754,0.5514936930152025
8687-BAFGU,Clovis,93612,1,Month-to-month,Fiber optic,Electronic check,74.0,74.0,No,No,No,Yes,No,No,0.4485738429919477,0.5514261570080523
2501-XWWTZ,San Clemente,92673,11,Month-to-month,Fiber optic,Electronic check,70.2,760.05,No,No,No,No,No,No,0.44880010952090943,0.5511998904790906
6994-KERXL,Avalon,90704,4,Month-to-month,DSL,Electronic check,55.9,238.5,No,No,No,No,No,Yes,0.4504461065070763,0.5495538934929237
4238-JSSWH,Porterville,93257,35,Month-to-month,Fiber optic,Bank transfer (automatic),102.05,3452.55,No,No,Yes,No,Yes,Yes,0.4509703745640541,0.5490296254359459
0869-PAPRP,Pixley,93256,26,Month-to-month,Fiber optic,Credit card (automatic),85.7,2067.0,No,No,Yes,No,Yes,No,0.4517679457585324,0.5482320542414676
3955-JBZZM,Hermosa Beach,90254,20,Month-to-month,Fiber optic,Electronic check,78.8,1641.3,No,No,No,No,Yes,No,0.45185804128679985,0.5481419587132002
2823-LKABH,Rancho Mirage,92270,18,Month-to-month,Fiber optic,Bank transfer (automatic),95.05,1679.4,No,No,Yes,Yes,No,Yes,0.45187155182378536,0.5481284481762146
0376-OIWME,San Ysidro,92173,36,Month-to-month,Fiber optic,Electronic check,93.6,3366.05,Yes,No,No,No,Yes,Yes,0.4524232929202635,0.5475767070797365
6522-YRBXD,Anaheim,92802,35,Month-to-month,Fiber optic,Electronic check,94.55,3365.4,Yes,Yes,No,No,No,Yes,0.4524551583346633,0.5475448416653367
3966-HRMZA,Bishop,93514,3,Month-to-month,Fiber optic,Mailed check,75.05,202.9,No,No,Yes,No,No,No,0.45254639698538524,0.5474536030146148
4718-DHSMV,Llano,93544,11,Month-to-month,DSL,Mailed check,35.8,363.15,No,No,No,No,Yes,No,0.45332221404101647,0.5466777859589835
1391-UBDAR,Riverside,92504,11,Month-to-month,Fiber optic,Electronic check,72.9,818.45,No,No,Yes,No,No,No,0.45357717943409503,0.546422820565905
8584-KMVXD,Calistoga,94515,8,Month-to-month,Fiber optic,Electronic check,75.6,535.55,No,Yes,No,No,No,No,0.453923103224697,0.546076896775303
2523-EWWZL,Blythe,92225,27,Month-to-month,Fiber optic,Electronic check,76.1,2093.4,No,Yes,No,No,No,No,0.4540963041968876,0.5459036958031124
6217-TOWGS,San Jose,95113,17,Month-to-month,DSL,Bank transfer (automatic),75.4,1322.55,No,Yes,No,No,Yes,Yes,0.4540992355624771,0.5459007644375229
2832-KJCRD,Los Angeles,90071,38,Month-to-month,Fiber optic,Electronic check,103.65,3988.5,No,No,Yes,Yes,Yes,Yes,0.454656162139919,0.545343837860081
5035-BVCXS,Loyalton,96118,11,Month-to-month,Fiber optic,Mailed check,75.9,866.4,No,Yes,No,No,No,No,0.4548327446243797,0.5451672553756203
7508-SMHXL,San Francisco,94109,15,Month-to-month,Fiber optic,Credit card (automatic),89.0,1288.3,No,Yes,No,No,Yes,No,0.45535393417420467,0.5446460658257953
0082-OQIQY,Farmington,95230,29,Month-to-month,Fiber optic,Electronic check,94.2,2607.6,No,No,No,Yes,Yes,Yes,0.45600337878971753,0.5439966212102825
9518-XXBXE,Patterson,95363,10,Month-to-month,Fiber optic,Electronic check,75.3,720.45,Yes,No,No,No,No,No,0.4562187850822885,0.5437812149177115
1101-SSWAG,Berkeley,94702,15,Month-to-month,DSL,Electronic check,51.1,711.15,No,No,No,No,No,No,0.4567947254875667,0.5432052745124333
7011-CVEUC,Chula Vista,91911,25,Month-to-month,Fiber optic,Credit card (automatic),95.7,2338.35,No,No,No,Yes,Yes,Yes,0.45772436839210284,0.5422756316078972
6778-YSNIH,Riverside,92501,2,Month-to-month,DSL,Electronic check,59.0,114.15,No,Yes,No,No,Yes,No,0.4578922685776423,0.5421077314223577
4128-ETESU,Pasadena,91101,47,Month-to-month,Fiber optic,Electronic check,99.7,4747.2,No,No,Yes,No,Yes,Yes,0.4590349780293569,0.5409650219706431
5533-NHFRF,San Jose,95132,7,Month-to-month,DSL,Electronic check,44.4,265.8,No,Yes,No,Yes,No,Yes,0.45915613409442224,0.5408438659055778
8818-DOPVL,El Cerrito,94530,46,Month-to-month,Fiber optic,Electronic check,104.45,4863.85,No,Yes,Yes,No,Yes,Yes,0.4593395547664265,0.5406604452335735
8490-BXHEO,Lucerne Valley,92356,18,Month-to-month,Fiber optic,Credit card (automatic),80.55,1411.65,No,Yes,No,No,No,No,0.4606981112597881,0.5393018887402119
0599-XNYDO,Graton,95444,20,Month-to-month,Fiber optic,Bank transfer (automatic),69.8,1540.35,No,No,No,No,No,No,0.4611600994420001,0.5388399005579999
1173-NOEYG,Santa Margarita,93453,27,Month-to-month,Fiber optic,Bank transfer (automatic),90.15,2423.4,No,No,Yes,No,No,Yes,0.4617033223950284,0.5382966776049716
5175-WLYXL,Lone Pine,93545,22,Month-to-month,Fiber optic,Mailed check,78.85,1600.25,No,Yes,No,No,No,No,0.4618245397667683,0.5381754602332317
0577-WHMEV,San Jose,95133,16,Month-to-month,Fiber optic,Electronic check,90.7,1374.9,Yes,Yes,Yes,No,No,No,0.4618908935187679,0.5381091064812321
0708-LGSMF,Milpitas,95035,13,Month-to-month,DSL,Electronic check,65.85,902.25,Yes,No,No,No,No,Yes,0.46196816204755775,0.5380318379524422
7852-LECYP,Los Angeles,90019,13,Month-to-month,Fiber optic,Credit card (automatic),93.8,1261.0,Yes,Yes,No,No,No,Yes,0.4623515812990854,0.5376484187009146
4195-NZGTA,Valencia,91354,1,Month-to-month,DSL,Electronic check,25.25,25.25,No,No,No,No,No,No,0.4624728512754208,0.5375271487245792
0093-EXYQL,Ojai,93023,40,Month-to-month,Fiber optic,Electronic check,91.55,3673.6,No,No,No,No,Yes,Yes,0.46270074598519473,0.5372992540148053
3088-LHEFH,Pollock Pines,95726,11,Month-to-month,Fiber optic,Bank transfer (automatic),79.0,929.3,Yes,No,No,No,No,No,0.46290951950045367,0.5370904804995463
7077-XJMET,Alta,95701,12,Month-to-month,DSL,Electronic check,74.15,741.4,No,No,Yes,Yes,Yes,Yes,0.4629597463538171,0.5370402536461829
6034-YMTOB,Arcadia,91007,5,Month-to-month,Fiber optic,Mailed check,75.65,399.45,No,No,No,Yes,No,No,0.46497167512256943,0.5350283248774306
5019-GQVCR,Westlake Village,91361,43,Month-to-month,Fiber optic,Electronic check,84.85,3645.6,No,No,No,No,Yes,No,0.46537878813928457,0.5346212118607154
5626-MGTUK,Chatsworth,91311,20,Month-to-month,Fiber optic,Bank transfer (automatic),89.1,1879.25,Yes,No,No,No,Yes,No,0.4659823141728111,0.5340176858271889
8543-MSDMF,Coachella,92236,3,Month-to-month,DSL,Electronic check,77.4,206.15,Yes,No,Yes,No,Yes,Yes,0.4663002508635796,0.5336997491364204
6212-ATMLK,Rancho Cucamonga,91701,50,Month-to-month,Fiber optic,Electronic check,95.7,4729.75,No,No,No,No,Yes,Yes,0.466805528183483,0.533194471816517
0570-BFQHT,Anderson,96007,9,Month-to-month,Fiber optic,Electronic check,80.55,653.9,No,Yes,Yes,No,No,No,0.46707269333440826,0.5329273066655917
1730-ZMAME,Ontario,91762,32,Month-to-month,Fiber optic,Electronic check,79.5,2665.0,No,No,No,No,No,Yes,0.4679966111383469,0.5320033888616531
2971-SGAFL,Millbrae,94030,13,Month-to-month,DSL,Electronic check,78.75,995.35,Yes,No,Yes,No,Yes,Yes,0.468519543297784,0.531480456702216
9979-RGMZT,Los Angeles,90022,7,One year,Fiber optic,Mailed check,94.05,633.45,No,Yes,No,No,Yes,Yes,0.46913634276512606,0.5308636572348739
5650-YLIBA,Lakeport,95453,31,Month-to-month,Fiber optic,Electronic check,81.15,2640.55,No,Yes,No,No,No,No,0.4693419083778022,0.5306580916221978
8819-IMISP,Redlands,92373,31,Month-to-month,Fiber optic,Electronic check,80.45,2429.1,No,Yes,No,No,No,No,0.4693419083778022,0.5306580916221978
0096-BXERS,Inverness,94937,6,Month-to-month,DSL,Electronic check,50.35,314.55,No,No,No,No,No,No,0.46988446685118546,0.5301155331488145
5960-MVTUK,Grenada,96038,3,Month-to-month,DSL,Electronic check,29.75,96.85,No,No,No,Yes,No,No,0.4706777362952428,0.5293222637047572
1941-HOSAM,San Diego,92101,1,Month-to-month,Fiber optic,Electronic check,90.1,90.1,No,No,No,No,Yes,Yes,0.4706777800792973,0.5293222199207027
6599-SFQVE,Santa Clara,95051,6,Month-to-month,DSL,Electronic check,55.0,340.4,No,No,No,No,No,Yes,0.47073401990573627,0.5292659800942637
4236-UJPWO,Alviso,95002,2,Month-to-month,DSL,Electronic check,24.5,46.4,No,No,No,No,No,No,0.47084515169079355,0.5291548483092064
4257-GAESD,Dinuba,93618,6,Month-to-month,DSL,Credit card (automatic),45.0,298.7,No,No,No,No,Yes,Yes,0.4714902735803065,0.5285097264196935
1436-ZMJAN,Gerber,96035,10,Month-to-month,DSL,Credit card (automatic),67.8,653.15,No,No,Yes,No,Yes,Yes,0.47196545799043677,0.5280345420095632
2974-GGUXS,Granite Bay,95746,36,Month-to-month,Fiber optic,Credit card (automatic),91.95,3301.05,No,Yes,No,No,Yes,No,0.47225769767167547,0.5277423023283245
6542-LWGXJ,Pixley,93256,3,Month-to-month,DSL,Mailed check,25.0,78.25,No,No,No,No,No,No,0.4730230639056521,0.5269769360943479
5630-IXDXV,Reedley,93654,47,Month-to-month,Fiber optic,Electronic check,106.35,4849.1,No,Yes,Yes,No,Yes,Yes,0.47317961248483786,0.5268203875151621
7181-OQCUT,Fresno,93706,21,Month-to-month,Fiber optic,Mailed check,103.85,2215.0,Yes,No,Yes,No,Yes,Yes,0.4732601560126798,0.5267398439873202
9643-YBLUR,West Covina,91791,9,Month-to-month,DSL,Credit card (automatic),69.05,653.95,No,Yes,Yes,No,No,Yes,0.47388849842078984,0.5261115015792102
2675-OTVVJ,Novato,94945,31,Month-to-month,Fiber optic,Electronic check,89.45,2807.65,Yes,No,No,No,Yes,No,0.4746672189492851,0.5253327810507149
1833-TCXKK,San Bernardino,92408,45,Month-to-month,Fiber optic,Bank transfer (automatic),107.75,4882.8,No,Yes,Yes,No,Yes,Yes,0.4747827235123844,0.5252172764876156
9743-DQKQW,Escalon,95320,3,Month-to-month,DSL,Electronic check,25.1,79.8,No,No,No,No,No,No,0.47564338883155133,0.5243566111684487
2694-CIUMO,Los Angeles,90033,12,Month-to-month,Fiber optic,Credit card (automatic),79.55,958.25,No,No,No,Yes,No,No,0.4763338668466669,0.5236661331533331
0221-WMXNQ,Chino,91710,4,Month-to-month,Fiber optic,Electronic check,75.35,273.4,Yes,No,No,No,No,No,0.47642749988436106,0.5235725001156389
6481-ESCNL,Clayton,94517,29,Month-to-month,Fiber optic,Bank transfer (automatic),100.55,2878.75,No,No,Yes,No,Yes,Yes,0.47662737756060825,0.5233726224393918
9944-AEXBM,Casmalia,93429,32,Month-to-month,Fiber optic,Bank transfer (automatic),85.65,2664.3,No,No,No,No,No,Yes,0.4771852712368583,0.5228147287631417
7901-HXJVA,Chico,95928,14,Month-to-month,Fiber optic,Electronic check,76.45,1117.55,No,No,Yes,No,No,No,0.47868570179084713,0.5213142982091529
3352-ALMCK,Navarro,95463,40,Month-to-month,Fiber optic,Mailed check,102.65,4108.15,No,Yes,Yes,No,Yes,Yes,0.4788351460001816,0.5211648539998184
